AÑO,CENTRO,DESCRIPCION CENTRO,SECCION,DESCRIPCION SECCION,PROGRAMA,DESCRIPCION PROGRAMA,CAPITULO,DESCRIPCION CAPITULO,ECONOMICO,DESCRIPCION ECONOMICO,IMPORTE
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,198000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,32800
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23000,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,10000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23010,DEL PERSONAL DIRECTIVO,10000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23020,DEL PERSONAL NO DIRECTIVO,15000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23100,GASTOS DE VIAJE  MIEMBROS DE LOS ORG. DE GOBIERNO,10000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23110,GASTOS DE VIAJE DEL PERSONAL DIRECTIVO,7000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23111,LOCOMOCIÓN URBANA PERSONAL DIRECTIVO,1000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23120,GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO,15000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23121,LOCOMOCIÓN URBANA PERSONAL NO DIRECTIVO,5000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23399,OTRAS INDEMNIZACIONES,2000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,4,TRANSFERENCIAS CORRIENTES,44503,"A MADRID VISITORS & CONVENTION BUREAU, S.A.",20814019
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,4,TRANSFERENCIAS CORRIENTES,48901,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,133200
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92000,DIR.Y GEST. ADV. COORDINACIÓN GRAL DE LA ALCALDÍA,7,TRANSFERENCIAS DE CAPITAL,74593,"A MADRID VISITORS & CONVENTION BUREAU, S.A.-FEDER",1224453
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,10100,RETRIBUCIONES BÁSICAS,93413
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,575339
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,14677
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,216651
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,127191
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,12006,TRIENIOS,167047
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,656065
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,1413261
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,71788
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,125947
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,692408
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22604,GASTOS JURÍDICOS Y CONTENCIOSOS,2500
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92009,ASESORÍA JURÍDICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,40500
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,10100,RETRIBUCIONES BÁSICAS,90447
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,17612
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,1291
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,9885
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,36528
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,12006,TRIENIOS,13870
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,44598
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,105086
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,6749
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,7900
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92201,RELACIONES CON EL PLENO Y LOS DISTRITOS,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,67757
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,10100,RETRIBUCIONES BÁSICAS,89749
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,11000,RETRIBUCIONES BÁSICAS,29354
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,11001,RETRIBUCIONES COMPLEMENTARIAS,111668
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,234832
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,25814
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,29655
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,109584
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,12006,TRIENIOS,93850
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,290687
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,675597
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,32993
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,79182
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,328139
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22199,OTROS SUMINISTROS,8470
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22602,PUBLICIDAD Y PROPAGANDA,10530
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22606,"REUNIONES, CONFERENCIAS Y CURSOS",135968
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,123288
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22726,TRAB.Y SERV.MADRID VISITORS & CONVENTION BUREAU SA,225000
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23110,GASTOS DE VIAJE DEL PERSONAL DIRECTIVO,21175
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23120,GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO,38115
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92204,RELACIONES INTERNACIONALES Y PATROCINIOS,4,TRANSFERENCIAS CORRIENTES,48901,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,585994
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92205,RELACIONES ADMINISTRATIVAS,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,102739
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92205,RELACIONES ADMINISTRATIVAS,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,29354
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92205,RELACIONES ADMINISTRATIVAS,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,19770
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92205,RELACIONES ADMINISTRATIVAS,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,43401
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92205,RELACIONES ADMINISTRATIVAS,1,GASTOS DE PERSONAL,12006,TRIENIOS,48468
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92205,RELACIONES ADMINISTRATIVAS,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,146938
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92205,RELACIONES ADMINISTRATIVAS,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,347944
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92205,RELACIONES ADMINISTRATIVAS,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,15709
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92205,RELACIONES ADMINISTRATIVAS,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,14532
2013,001,AYUNTAMIENTO DE MADRID,012,COORDINACIÓN GENERAL DE LA ALCALDÍA,92205,RELACIONES ADMINISTRATIVAS,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,144672
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,10000,RETRIBUCIONES BÁSICAS,91789
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,11000,RETRIBUCIONES BÁSICAS,129792
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,11001,RETRIBUCIONES COMPLEMENTARIAS,404816
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,9885
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,18264
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12006,TRIENIOS,6951
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,16267
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,37452
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,3507
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,58979
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,161072
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,91217,ÁREA DE COMUNICACIÓN,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,3267
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,12907
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,68538
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,12005,SUELDOS DEL GRUPO E,92148
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,12006,TRIENIOS,31784
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,94731
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,190743
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,28696
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,13000,RETRIBUCIONES BÁSICAS,37741
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,13002,OTRAS REMUNERACIONES,50297
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,30902
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,159237
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2500
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22199,OTROS SUMINISTROS,15000
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22300,TRANSPORTES,150000
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,98600
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22606,"REUNIONES, CONFERENCIAS Y CURSOS",105000
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,156600
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,90000
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23100,GASTOS DE VIAJE  MIEMBROS DE LOS ORG. DE GOBIERNO,30000
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92206,COORDINACIÓN GENERAL DE LA ALCALDÍA,4,TRANSFERENCIAS CORRIENTES,48901,OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO,265000
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,10100,RETRIBUCIONES BÁSICAS,85670
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,11000,RETRIBUCIONES BÁSICAS,297466
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,11001,RETRIBUCIONES COMPLEMENTARIAS,716537
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,161447
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,14677
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,42562
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,53286
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12006,TRIENIOS,65860
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,152177
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,335857
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,21807
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,13000,RETRIBUCIONES BÁSICAS,236208
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,13002,OTRAS REMUNERACIONES,318785
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,13100,RETRIBUCIONES BÁSICAS,24604
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,13102,OTRAS REMUNERACIONES,31094
2013,001,AYUNTAMIENTO DE MADRID,013,COMUNICACIÓN,92701,MEDIOS DE COMUNICACIÓN,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,74786
