Датум на објавување;Број раздел;Назив раздел;Сметка;Број потпрограма;Назив потпрограма;Категорија;Назив категорија;Ставка;Назив ставка;Буџет
2014-01-01T00:00:00;9007;ДИРЕКЦИЈА ЗА ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;787;20;ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;2000000
2014-01-01T00:00:00;9007;ДИРЕКЦИЈА ЗА ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;787;20;ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;10000000
2014-01-01T00:00:00;9007;ДИРЕКЦИЈА ЗА ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;787;20;ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;48;КАПИТАЛНИ РАСХОДИ;481;Градежни објекти;10000000
2014-01-01T00:00:00;9007;ДИРЕКЦИЈА ЗА ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;787;20;ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;10000000
2014-01-01T00:00:00;9007;ДИРЕКЦИЈА ЗА ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;787;20;ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;48;КАПИТАЛНИ РАСХОДИ;483;Купување на мебел;1000000
2014-01-01T00:00:00;9007;ДИРЕКЦИЈА ЗА ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;787;20;ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;48;КАПИТАЛНИ РАСХОДИ;484;Стратешки стоки и други резерви;803000000
2014-01-01T00:00:00;9007;ДИРЕКЦИЈА ЗА ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;787;20;ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;10000000
2014-01-01T00:00:00;9007;ДИРЕКЦИЈА ЗА ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;787;20;ЗАДОЛЖИТЕЛНИ РЕЗЕРВИ НА НАФТА И НАФТЕНИ ДЕРИВАТИ;48;КАПИТАЛНИ РАСХОДИ;486;Купување на возила;1500000
2014-01-01T00:00:00;9008;ДРЖАВЕН ДЕВИЗЕН ИНСПЕКТОРАТ;630;19;ИНСПЕКТОРАТИ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;1890000
2014-01-01T00:00:00;9008;ДРЖАВЕН ДЕВИЗЕН ИНСПЕКТОРАТ;630;19;ИНСПЕКТОРАТИ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;735000
2014-01-01T00:00:00;9008;ДРЖАВЕН ДЕВИЗЕН ИНСПЕКТОРАТ;630;19;ИНСПЕКТОРАТИ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;177000
2014-01-01T00:00:00;9008;ДРЖАВЕН ДЕВИЗЕН ИНСПЕКТОРАТ;630;19;ИНСПЕКТОРАТИ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;858000
2014-01-01T00:00:00;9008;ДРЖАВЕН ДЕВИЗЕН ИНСПЕКТОРАТ;630;19;ИНСПЕКТОРАТИ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;230000
2014-01-01T00:00:00;9008;ДРЖАВЕН ДЕВИЗЕН ИНСПЕКТОРАТ;630;19;ИНСПЕКТОРАТИ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;130000
2014-01-01T00:00:00;9008;ДРЖАВЕН ДЕВИЗЕН ИНСПЕКТОРАТ;630;19;ИНСПЕКТОРАТИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;66000
2014-01-01T00:00:00;9008;ДРЖАВЕН ДЕВИЗЕН ИНСПЕКТОРАТ;630;19;ИНСПЕКТОРАТИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;130000
2014-01-01T00:00:00;9008;ДРЖАВЕН ДЕВИЗЕН ИНСПЕКТОРАТ;630;19;ИНСПЕКТОРАТИ;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;66000
2014-01-01T00:00:00;9008;ДРЖАВЕН ДЕВИЗЕН ИНСПЕКТОРАТ;630;19;ИНСПЕКТОРАТИ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;200000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;30790000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;11389000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;2600000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;15500000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;1770000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;1887000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;6500000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;8880000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;1700000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;500000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;10;АДМИНИСТРАЦИЈА;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;5750000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;6896000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;2550000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;150000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;300000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;50000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;150000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;300000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;80000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;46;СУБВЕНЦИИ И ТРАНСФЕРИ;462;Субвенции за приватни претпријатија;3000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;300000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;150000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;11;ИНДУСТРИСКА ПОЛИТИКА;48;КАПИТАЛНИ РАСХОДИ;483;Купување на мебел;65000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;12;КОНТРОЛА НА ПАЗАРОТ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;41295000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;12;КОНТРОЛА НА ПАЗАРОТ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;15273000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;12;КОНТРОЛА НА ПАЗАРОТ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;40000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;12;КОНТРОЛА НА ПАЗАРОТ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;4900000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;12;КОНТРОЛА НА ПАЗАРОТ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;20000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;12;КОНТРОЛА НА ПАЗАРОТ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;220000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;12;КОНТРОЛА НА ПАЗАРОТ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;400000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;12;КОНТРОЛА НА ПАЗАРОТ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;20000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;14;РАЗВОЈ НА ТУРИЗМОТ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;3195000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;14;РАЗВОЈ НА ТУРИЗМОТ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;1182000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;14;РАЗВОЈ НА ТУРИЗМОТ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;300000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;14;РАЗВОЈ НА ТУРИЗМОТ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;1900000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;14;РАЗВОЈ НА ТУРИЗМОТ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;2000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;14;РАЗВОЈ НА ТУРИЗМОТ;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;800000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;15;ВНАТРЕШЕН ПАЗАР;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;3756000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;15;ВНАТРЕШЕН ПАЗАР;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;1389000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;15;ВНАТРЕШЕН ПАЗАР;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;100000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;15;ВНАТРЕШЕН ПАЗАР;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;50000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;15;ВНАТРЕШЕН ПАЗАР;42;СТОКИ И УСЛУГИ;425;Договорни услуги;50000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;15;ВНАТРЕШЕН ПАЗАР;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;500000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;16;ИНВЕСТИЦИИ И ОПШТЕСТВЕНА ОДГОВОРНОСТ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;2543000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;16;ИНВЕСТИЦИИ И ОПШТЕСТВЕНА ОДГОВОРНОСТ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;940000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;16;ИНВЕСТИЦИИ И ОПШТЕСТВЕНА ОДГОВОРНОСТ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;80000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;16;ИНВЕСТИЦИИ И ОПШТЕСТВЕНА ОДГОВОРНОСТ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;300000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;16;ИНВЕСТИЦИИ И ОПШТЕСТВЕНА ОДГОВОРНОСТ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;100000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;16;ИНВЕСТИЦИИ И ОПШТЕСТВЕНА ОДГОВОРНОСТ;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;400000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;17;УНАПРЕДУВАЊЕ НА ДЕЛОВНИТЕ АКТИВНОСТИ;45;КАМАТНИ ПЛАЌАЊА;451;Каматни плаќања кон нерезиденти кредитори;4950000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;17;УНАПРЕДУВАЊЕ НА ДЕЛОВНИТЕ АКТИВНОСТИ;49;ОТПЛАТА НА ГЛАВНИНА;491;Отплата на главнина до нерезидентни кредитори;32650000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;18;ТЕХНИЧКИ ИНСПЕКТОРАТ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;4280000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;18;ТЕХНИЧКИ ИНСПЕКТОРАТ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;1580000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;18;ТЕХНИЧКИ ИНСПЕКТОРАТ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;130000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;18;ТЕХНИЧКИ ИНСПЕКТОРАТ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;700000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;18;ТЕХНИЧКИ ИНСПЕКТОРАТ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;80000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;18;ТЕХНИЧКИ ИНСПЕКТОРАТ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;180000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;18;ТЕХНИЧКИ ИНСПЕКТОРАТ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;70000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;18;ТЕХНИЧКИ ИНСПЕКТОРАТ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;50000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;1А;МАКЕДОНСКО СЕЛО;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;23000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;1А;МАКЕДОНСКО СЕЛО;48;КАПИТАЛНИ РАСХОДИ;483;Купување на мебел;39000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;20;ИСКОРИСТУВАЊЕ НА ПРИРОДНИТЕ РЕСУРСИ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;3232000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;20;ИСКОРИСТУВАЊЕ НА ПРИРОДНИТЕ РЕСУРСИ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;1195000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;20;ИСКОРИСТУВАЊЕ НА ПРИРОДНИТЕ РЕСУРСИ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;100000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;20;ИСКОРИСТУВАЊЕ НА ПРИРОДНИТЕ РЕСУРСИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;3500000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;20;ИСКОРИСТУВАЊЕ НА ПРИРОДНИТЕ РЕСУРСИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;100000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;20;ИСКОРИСТУВАЊЕ НА ПРИРОДНИТЕ РЕСУРСИ;48;КАПИТАЛНИ РАСХОДИ;482;Други градежни објекти;3000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;20;ИСКОРИСТУВАЊЕ НА ПРИРОДНИТЕ РЕСУРСИ;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;7650000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;5648000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;2089000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;600000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;3000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;2000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;700000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;42;СТОКИ И УСЛУГИ;425;Договорни услуги;1000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;300000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;21200000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;4000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;21;ГЕОЛОШКИ ЗАВОД;48;КАПИТАЛНИ РАСХОДИ;486;Купување на возила;1000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;31;АГЕНЦИЈА ЗА ЕНЕРГЕТИКА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;2641000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;31;АГЕНЦИЈА ЗА ЕНЕРГЕТИКА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;977000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;31;АГЕНЦИЈА ЗА ЕНЕРГЕТИКА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;300000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;31;АГЕНЦИЈА ЗА ЕНЕРГЕТИКА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;400000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;31;АГЕНЦИЈА ЗА ЕНЕРГЕТИКА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;230000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;31;АГЕНЦИЈА ЗА ЕНЕРГЕТИКА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;200000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;31;АГЕНЦИЈА ЗА ЕНЕРГЕТИКА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;2800000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;31;АГЕНЦИЈА ЗА ЕНЕРГЕТИКА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;140000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;32;РАЗВОЈ НА ЕНЕРГЕТИКАТА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;4587000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;32;РАЗВОЈ НА ЕНЕРГЕТИКАТА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;1697000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;32;РАЗВОЈ НА ЕНЕРГЕТИКАТА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;250000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;32;РАЗВОЈ НА ЕНЕРГЕТИКАТА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;1500000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;32;РАЗВОЈ НА ЕНЕРГЕТИКАТА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;450000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;32;РАЗВОЈ НА ЕНЕРГЕТИКАТА;46;СУБВЕНЦИИ И ТРАНСФЕРИ;464;Разни трансфери;6000000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;32;РАЗВОЈ НА ЕНЕРГЕТИКАТА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;300000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;40;АГЕНЦИЈА ЗА ПОДДРШКА НА ПРЕТПРИЕМНИШТВОТО НА РМ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;5246000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;40;АГЕНЦИЈА ЗА ПОДДРШКА НА ПРЕТПРИЕМНИШТВОТО НА РМ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;1940000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;40;АГЕНЦИЈА ЗА ПОДДРШКА НА ПРЕТПРИЕМНИШТВОТО НА РМ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;90000
2014-01-01T00:00:00;10001;МИНИСТЕРСТВО ЗА ЕКОНОМИЈА;630;40;АГЕНЦИЈА ЗА ПОДДРШКА НА ПРЕТПРИЕМНИШТВОТО НА РМ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;2200000
